grade,kanji,word,reading
2,引,引く,ひく
2,引,引っこし,ひっこし
2,羽,羽,はね
2,雲,雲,くも
2,雲,雨雲,あまぐも
2,園,公園,こうえん
2,遠,遠い,とおい
2,遠,遠足,えんそく
2,何,何,なに
2,何,何回,なんかい
2,科,教科書,きょうかしょ
2,科,理科,りか
2,夏,夏,なつ
2,夏,夏休み,なつやすみ
2,家,家,いえ
2,家,家族,かぞく
2,歌,歌,うた
2,歌,歌手,かしゅ
2,画,絵画,かいが
2,画,画用紙,がようし
2,回,回る,まわる
2,回,一回,いっかい
2,会,会う,あう
2,会,会社,かいしゃ
2,海,海,うみ
2,海,海岸,かいがん
2,絵,絵,え
2,絵,絵本,えほん
2,外,外,そと
2,外,外国,がいこく
2,角,角,かど
2,角,三角,さんかく
2,楽,楽しい,たのしい
2,楽,音楽,おんがく
2,活,生活,せいかつ
2,活,活動,かつどう
2,間,間,あいだ
2,間,時間,じかん
2,丸,丸い,まるい
2,岩,岩,いわ
2,岩,岩山,いわやま
2,顔,顔,かお
2,顔,笑顔,えがお
2,汽,汽車,きしゃ
2,記,日記,にっき
2,記,記号,きごう
2,帰,帰る,かえる
2,帰,帰り道,かえりみち
2,弓,弓,ゆみ
2,弓,弓矢,ゆみや
2,牛,牛,うし
2,牛,牛にゅう,ぎゅうにゅう
2,魚,魚,さかな
2,魚,金魚,きんぎょ
2,京,東京,とうきょう
2,京,京都,きょうと
2,強,強い,つよい
2,強,勉強,べんきょう
2,教,教える,おしえる
2,教,教室,きょうしつ
2,近,近い,ちかい
2,近,近所,きんじょ
2,兄,兄,あに
2,兄,お兄さん,おにいさん
2,形,形,かたち
2,形,三角形,さんかくけい
2,計,時計,とけい
2,計,計算,けいさん
2,元,元気,げんき
2,元,元,もと
2,言,言う,いう
2,言,言葉,ことば
2,原,原っぱ,はらっぱ
2,原,野原,のはら
2,戸,戸,と
2,戸,戸だな,とだな
2,古,古い,ふるい
2,古,中古,ちゅうこ
2,午,午前,ごぜん
2,午,午後,ごご
2,後,後ろ,うしろ
2,後,午後,ごご
2,語,言語,げんご
2,語,国語,こくご
2,工,工作,こうさく
2,工,大工,だいく
2,公,公園,こうえん
2,公,公平,こうへい
2,広,広い,ひろい
2,広,広場,ひろば
2,交,交番,こうばん
2,交,交通,こうつう
2,光,光る,ひかる
2,光,日光,にっこう
2,考,考える,かんがえる
2,行,行く,いく
2,行,銀行,ぎんこう
2,高,高い,たかい
2,高,高校,こうこう
2,黄,黄色,きいろ
2,合,合う,あう
2,合,合唱,がっしょう
2,谷,谷,たに
2,谷,谷川,たにがわ
2,国,国,くに
2,国,外国,がいこく
2,黒,黒い,くろい
2,黒,黒板,こくばん
2,今,今,いま
2,今,今日,きょう
2,才,5才,ごさい
2,細,細い,ほそい
2,細,細かい,こまかい
2,作,作る,つくる
2,作,作文,さくぶん
2,算,計算,けいさん
2,算,算数,さんすう
2,止,止まる,とまる
2,止,中止,ちゅうし
2,市,市,し
2,市,市場,いちば
2,矢,矢,や
2,矢,弓矢,ゆみや
2,姉,姉,あね
2,姉,お姉さん,おねえさん
2,思,思う,おもう
2,思,思い出,おもいで
2,紙,紙,かみ
2,紙,折り紙,おりがみ
2,寺,お寺,おてら
2,自,自分,じぶん
2,自,自転車,じてんしゃ
2,時,時計,とけい
2,時,時間,じかん
2,室,教室,きょうしつ
2,室,図書室,としょしつ
2,社,会社,かいしゃ
2,社,神社,じんじゃ
2,弱,弱い,よわい
2,首,首,くび
2,首,手首,てくび
2,秋,秋,あき
2,週,今週,こんしゅう
2,週,週まつ,しゅうまつ
2,春,春,はる
2,書,書く,かく
2,書,図書館,としょかん
2,少,少ない,すくない
2,少,少し,すこし
2,場,場所,ばしょ
2,場,広場,ひろば
2,色,色,いろ
2,色,黄色,きいろ
2,食,食べる,たべる
2,食,食事,しょくじ
2,心,心,こころ
2,心,安心,あんしん
2,新,新しい,あたらしい
2,新,新聞,しんぶん
2,親,親,おや
2,親,両親,りょうしん
2,図,地図,ちず
2,図,図書館,としょかん
2,数,数,かず
2,数,算数,さんすう
2,西,西,にし
2,声,声,こえ
2,声,大声,おおごえ
2,星,星,ほし
2,晴,晴れ,はれ
2,切,切る,きる
2,切,大切,たいせつ
2,雪,雪,ゆき
2,船,船,ふね
2,線,線,せん
2,線,直線,ちょくせん
2,前,前,まえ
2,前,名前,なまえ
2,組,組,くみ
2,組,二組,にくみ
2,走,走る,はしる
2,多,多い,おおい
2,太,太い,ふとい
2,太,太陽,たいよう
2,体,体,からだ
2,体,体育,たいいく
2,台,台所,だいどころ
2,台,一台,いちだい
2,地,地図,ちず
2,地,地面,じめん
2,池,池,いけ
2,知,知る,しる
2,知,知らせ,しらせ
2,茶,お茶,おちゃ
2,茶,茶色,ちゃいろ
2,昼,昼,ひる
2,昼,昼休み,ひるやすみ
2,長,長い,ながい
2,長,校長,こうちょう
2,鳥,鳥,とり
2,鳥,小鳥,ことり
2,朝,朝,あさ
2,朝,朝ごはん,あさごはん
2,直,直す,なおす
2,直,直線,ちょくせん
2,通,通る,とおる
2,通,交通,こうつう
2,弟,弟,おとうと
2,店,店,みせ
2,店,店員,てんいん
2,点,点,てん
2,点,百点,ひゃくてん
2,電,電気,でんき
2,電,電車,でんしゃ
2,刀,刀,かたな
2,冬,冬,ふゆ
2,当,当たる,あたる
2,当,本当,ほんとう
2,東,東,ひがし
2,東,東京,とうきょう
2,答,答え,こたえ
2,答,答える,こたえる
2,頭,頭,あたま
2,頭,先頭,せんとう
2,同,同じ,おなじ
2,道,道,みち
2,道,水道,すいどう
2,読,読む,よむ
2,読,読書,どくしょ
2,内,内がわ,うちがわ
2,内,案内,あんない
2,南,南,みなみ
2,肉,肉,にく
2,肉,牛肉,ぎゅうにく
2,馬,馬,うま
2,馬,馬車,ばしゃ
2,売,売る,うる
2,売,売店,ばいてん
2,買,買う,かう
2,買,買い物,かいもの
2,麦,麦,むぎ
2,麦,麦茶,むぎちゃ
2,半,半分,はんぶん
2,番,番号,ばんごう
2,番,一番,いちばん
2,父,父,ちち
2,父,お父さん,おとうさん
2,風,風,かぜ
2,風,台風,たいふう
2,分,分かる,わかる
2,分,半分,はんぶん
2,聞,聞く,きく
2,聞,新聞,しんぶん
2,米,米,こめ
2,米,お米,おこめ
2,歩,歩く,あるく
2,歩,歩道,ほどう
2,母,母,はは
2,母,お母さん,おかあさん
2,方,方,かた
2,方,夕方,ゆうがた
2,北,北,きた
2,毎,毎日,まいにち
2,妹,妹,いもうと
2,万,一万,いちまん
2,明,明るい,あかるい
2,明,説明,せつめい
2,鳴,鳴く,なく
2,毛,毛,け
2,毛,毛糸,けいと
2,門,門,もん
2,門,校門,こうもん
2,夜,夜,よる
2,野,野原,のはら
2,野,野さい,やさい
2,友,友だち,ともだち
2,用,用意,ようい
2,用,使用,しよう
2,曜,火曜日,かようび
2,来,来る,くる
2,来,来年,らいねん
2,里,里,さと
2,理,理由,りゆう
2,理,料理,りょうり
2,話,話す,はなす
2,話,電話,でんわ
