grade,kanji,word,reading
1,一,一つ,ひとつ
1,一,一まい,いちまい
1,一,一年生,いちねんせい
1,二,二つ,ふたつ
1,二,二人,ふたり
1,二,二かい,にかい
1,三,三つ,みっつ
1,三,三人,さんにん
1,三,三かい,さんかい
1,四,四つ,よっつ
1,四,四人,よにん
1,四,四かい,よんかい
1,五,五つ,いつつ
1,五,五人,ごにん
1,五,五かい,ごかい
1,六,六つ,むっつ
1,六,六人,ろくにん
1,六,六かい,ろっかい
1,七,七つ,ななつ
1,七,七人,しちにん
1,七,七かい,ななかい
1,八,八つ,やっつ
1,八,八人,はちにん
1,八,八かい,はちかい
1,九,九つ,ここのつ
1,九,九人,きゅうにん
1,九,九かい,きゅうかい
1,十,十,とお
1,十,十人,じゅうにん
1,十,十かい,じゅっかい
1,右,右手,みぎて
1,右,右がわ,みぎがわ
1,雨,雨,あめ
1,雨,雨ふり,あめふり
1,円,百円,ひゃくえん
1,円,円,えん
1,王,王さま,おうさま
1,王,王子,おうじ
1,音,音,おと
1,音,音がく,おんがく
1,下,下,した
1,下,木の下,きのした
1,火,火,ひ
1,火,火よう日,かようび
1,花,花,はな
1,花,花火,はなび
1,花,花たば,はなたば
1,貝,貝がら,かいがら
1,貝,貝,かい
1,学,学こう,がっこう
1,学,学生,がくせい
1,気,元気,げんき
1,気,気もち,きもち
1,休,休み,やすみ
1,休,休けい,きゅうけい
1,玉,玉ねぎ,たまねぎ
1,玉,目玉,めだま
1,金,お金,おかね
1,金,金よう日,きんようび
1,空,空,そら
1,空,空気,くうき
1,月,月,つき
1,月,一月,いちがつ
1,犬,犬,いぬ
1,犬,子犬,こいぬ
1,見,見る,みる
1,見,花見,はなみ
1,口,口,くち
1,口,入り口,いりぐち
1,校,学校,がっこう
1,校,校てい,こうてい
1,左,左手,ひだりて
1,左,左がわ,ひだりがわ
1,山,山,やま
1,山,火山,かざん
1,子,子ども,こども
1,子,女の子,おんなのこ
1,糸,糸,いと
1,糸,毛糸,けいと
1,字,字,じ
1,字,漢字,かんじ
1,耳,耳,みみ
1,耳,耳たぶ,みみたぶ
1,車,車,くるま
1,車,電車,でんしゃ
1,手,手,て
1,手,手がみ,てがみ
1,出,出る,でる
1,出,出口,でぐち
1,女,女の子,おんなのこ
1,女,女王,じょおう
1,小,小さい,ちいさい
1,小,小学生,しょうがくせい
1,上,上,うえ
1,上,上手,じょうず
1,森,森,もり
1,森,森林,しんりん
1,人,人,ひと
1,人,一人,ひとり
1,水,水,みず
1,水,水よう日,すいようび
1,正,正しい,ただしい
1,正,正月,しょうがつ
1,生,生きる,いきる
1,生,先生,せんせい
1,青,青い,あおい
1,青,青空,あおぞら
1,夕,夕日,ゆうひ
1,夕,夕方,ゆうがた
1,石,石,いし
1,石,小石,こいし
1,赤,赤い,あかい
1,赤,赤ちゃん,あかちゃん
1,千,千,せん
1,千,三千,さんぜん
1,川,川,かわ
1,川,小川,おがわ
1,先,先生,せんせい
1,先,先に,さきに
1,早,早い,はやい
1,早,早口,はやくち
1,草,草,くさ
1,草,草花,くさばな
1,足,足,あし
1,足,足あと,あしあと
1,村,村,むら
1,村,村人,むらびと
1,大,大きい,おおきい
1,大,大すき,だいすき
1,男,男の子,おとこのこ
1,男,男子,だんし
1,竹,竹,たけ
1,竹,竹うま,たけうま
1,中,中,なか
1,中,中よし,なかよし
1,虫,虫,むし
1,虫,虫かご,むしかご
1,町,町,まち
1,町,町なか,まちなか
1,天,天気,てんき
1,天,天の川,あまのがわ
1,田,田んぼ,たんぼ
1,田,田うえ,たうえ
1,土,土,つち
1,土,土よう日,どようび
1,日,日,ひ
1,日,日よう日,にちようび
1,入,入る,はいる
1,入,入口,いりぐち
1,年,年,とし
1,年,一年生,いちねんせい
1,白,白い,しろい
1,白,白ちょう,はくちょう
1,百,百,ひゃく
1,百,百円,ひゃくえん
1,文,文字,もじ
1,文,作文,さくぶん
1,木,木,き
1,木,木よう日,もくようび
1,本,本,ほん
1,本,絵本,えほん
1,名,名まえ,なまえ
1,名,名人,めいじん
1,目,目,め
1,目,目玉,めだま
1,立,立つ,たつ
1,立,立ち止まる,たちどまる
1,力,力,ちから
1,力,力もち,ちからもち
1,林,林,はやし
1,林,林の中,はやしのなか
